0,0,1842,1275
1,0,1811,1497
2,0,1817,1772
3,0,1798,2044
4,0,1779,2251
0,1,2108,1240
1,1,2127,1500
2,1,2132,1789
3,1,2127,2080
4,1,2098,2267
0,2,2416,1222
1,2,2444,1488
2,2,2447,1796
3,2,2433,2072
4,2,2374,2284
0,3,2675,1225
1,3,2722,1490
2,3,2720,1794
3,3,2703,2067
4,3,2657,2284
0,4,2967,1206
1,4,3019,1486
2,4,3033,1791
3,4,3000,2074
4,4,2956,2305
